case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
gh2-scenario-11-reward	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2659	2656	-	3/115/5565	0	0.0500	0.0017	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-1f94-7000-8000-019caaf36691?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-1f94-7000-8000-019caaf36691?poll=true	-
gh2-rule-long-rest-init	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		13841	8422	-	7/438/20832	5445	0.0500	0.0066	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-2f18-7000-8000-0367e284778b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-2f18-7000-8000-0367e284778b?poll=true	-
gh2-item-weathered-boots	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2052	2050	-	3/100/5555	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-6b5b-7000-8000-00c393538a13?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-6b5b-7000-8000-00c393538a13?poll=true	-
gh2-item-scouting-lens	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1875	1874	-	3/101/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-78c7-7000-8000-0035417b02a5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-78c7-7000-8000-0035417b02a5?poll=true	-
gh2-item-008-heater-shield	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2487	2486	-	3/103/5552	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-84b8-7000-8000-00180003c644?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-84b8-7000-8000-00180003c644?poll=true	-
gh2-character-mat-doomstalker	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		18212	14532	-	13/786/49499	32176	0.0500	0.0118	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-9474-7000-8000-0105b733094d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-9474-7000-8000-0105b733094d?poll=true	-
gh2-battle-goal-acrobat	gloomhaven-2e	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		5606	5603	-	6/224/7853	0	0.0500	0.0034	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-df05-7000-8000-03347f47c820?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-df05-7000-8000-03347f47c820?poll=true	-
gh2-rule-advantage	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		26135	15427	-	7/1015/22132	5444	0.0500	0.0152	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-f988-7000-8000-03cd3f1aad92?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308f-f988-7000-8000-03cd3f1aad92?poll=true	-
gh2-item-004-leather-armor	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4066	4065	-	3/103/5552	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-661e-7000-8000-00f43e1aeed8?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-661e-7000-8000-00f43e1aeed8?poll=true	-
gh2-scenario-0-training-course	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		5224	5221	-	6/203/7800	0	0.0500	0.0031	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-7cc8-7000-8000-0042f1d08e28?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-7cc8-7000-8000-0042f1d08e28?poll=true	-
gh2-faq-red-hex-aoe-targets	gloomhaven-2e	table-qa	rulebook	faq		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		17293	11573	-	7/423/17115	5449	0.0500	0.0063	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-9663-7000-8000-01ae5c554ca6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-9663-7000-8000-01ae5c554ca6?poll=true	-
gh2-monster-ancient-artillery-normal-level-0	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2386	2384	-	3/100/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-e034-7000-8000-03f800e56c07?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-e034-7000-8000-03f800e56c07?poll=true	-
gh2-errata-campaign-sheet-section-29	gloomhaven-2e	table-qa	rulebook	errata		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		14212	9477	-	7/528/22143	5468	0.0500	0.0079	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-f064-7000-8000-02eb17c1b716?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3090-f064-7000-8000-02eb17c1b716?poll=true	-
gh2-tool-free-assistant-game	gloomhaven-2e	table-qa	tool-free	application		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1413	1408	-	3/16/5464	0	0.0500	0.0002	0	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3091-2e08-7000-8000-0248de9fecb1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3091-2e08-7000-8000-0248de9fecb1?poll=true	-
gh2-character-ability-doomstalker-rain-of-arrows	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.4	pass		5820	5818	-	6/298/8054	0	0.0500	0.0045	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3091-3a60-7000-8000-029b78762f3d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3091-3a60-7000-8000-029b78762f3d?poll=true	-
gh2-section-67-1	gloomhaven-2e	table-qa	scenarios	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	groundedness	1	fail	canonical refs point at the wrong game: 67.1	9952	9950	-	6/486/8863	0	0.0500	0.0073	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3091-592d-7000-8000-00ea4565938a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3091-592d-7000-8000-00ea4565938a?poll=true	-
gh2-monster-black-imp-elite-level-5	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2057	2055	-	3/101/5552	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3091-84e5-7000-8000-0050a70d45b2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3091-84e5-7000-8000-0050a70d45b2?poll=true	-
