case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
gh2-character-mat-bladewarm	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	provider_error	-	-		-	-	-	-	-	0.0500	-	-	0	-	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c4-d56d-7000-8000-015d252dc9c0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c4-d56d-7000-8000-015d252dc9c0?poll=true	Recursion limit of 25 reached without hitting a stop condition. You can increase the limit by setting the "recursionLimit" config key.

Troubleshooting URL: https://docs.langchain.com/oss/javascript/langgraph/GRAPH_RECURSION_LIMIT/

gh2-faq-red-hex-aoe-targets	gloomhaven-2e	table-qa	rulebook	faq		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		16246	13288	-	7/408/17100	5449	0.0500	0.0061	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-3fe5-7000-8000-018faef9860b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-3fe5-7000-8000-018faef9860b?poll=true	-
gh2-item-002-winged-shoes	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1941	1939	-	3/104/5554	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-84f3-7000-8000-006beb6f2470?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-84f3-7000-8000-006beb6f2470?poll=true	-
gh2-scenario-10-mountain-pass	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		5675	5671	-	6/243/7861	0	0.0500	0.0037	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-9186-7000-8000-01e9edfe9410?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-9186-7000-8000-01e9edfe9410?poll=true	-
gh2-item-014-studded-leather	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2385	2383	-	3/104/5554	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-ade0-7000-8000-006f1017e276?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-ade0-7000-8000-006f1017e276?poll=true	-
gh2-battle-goal-accountant	gloomhaven-2e	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4792	4790	-	6/180/7799	0	0.0500	0.0027	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-bd01-7000-8000-03c1be6f7117?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-bd01-7000-8000-03c1be6f7117?poll=true	-
gh2-item-012-stamina-potion	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1976	1974	-	3/105/5556	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-d483-7000-8000-020769fe397d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-d483-7000-8000-020769fe397d?poll=true	-
gh2-scenario-3-frozen-hollow	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1950	1950	-	3/98/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-e2f1-7000-8000-01cd89f5e577?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-e2f1-7000-8000-01cd89f5e577?poll=true	-
gh2-scenario-8-barrow-lair	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1939	1937	-	3/98/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-f850-7000-8000-019b4812d518?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c5-f850-7000-8000-019b4812d518?poll=true	-
gh2-monster-ability-bloated-victim-rotting-embrace	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8501	4789	-	7/372/17061	5456	0.0500	0.0056	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-086c-7000-8000-016fd7dce21c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-086c-7000-8000-016fd7dce21c?poll=true	-
gh2-character-ability-doomstalker-rain-of-arrows	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		7281	7279	-	7/360/14908	5459	0.0500	0.0054	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-2f71-7000-8000-01b7f3c6ab2d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-2f71-7000-8000-01b7f3c6ab2d?poll=true	-
gh2-tool-free-assistant-game	gloomhaven-2e	table-qa	tool-free	application		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1926	1920	-	3/16/5464	0	0.0500	0.0002	0	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-52d0-7000-8000-036903bd5855?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-52d0-7000-8000-036903bd5855?poll=true	-
gh2-monster-black-imp-normal-level-0	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1746	1746	-	3/101/5552	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-5ef0-7000-8000-02d3bd159de2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-5ef0-7000-8000-02d3bd159de2?poll=true	-
gh2-item-weathered-boots	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2173	2170	-	3/100/5555	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-6a03-7000-8000-03ef916775fe?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-6a03-7000-8000-03ef916775fe?poll=true	-
gh2-battle-goal-acrobat	gloomhaven-2e	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4293	4291	-	6/180/7809	0	0.0500	0.0027	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-77fe-7000-8000-0098af7570ec?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-77fe-7000-8000-0098af7570ec?poll=true	-
gh2-monster-black-imp-elite-level-5	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1925	1923	-	3/101/5552	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-8ed1-7000-8000-018956e8cc2a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-8ed1-7000-8000-018956e8cc2a?poll=true	-
gh2-character-mat-bruiser	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		13823	10661	-	10/606/39544	24420	0.0500	0.0091	4	0	5	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-9b38-7000-8000-02d9ca9453ac?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-9b38-7000-8000-02d9ca9453ac?poll=true	-
gh2-errata-campaign-sheet-section-29	gloomhaven-2e	table-qa	rulebook	errata		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		12072	7666	-	7/474/20411	5468	0.0500	0.0071	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-d5ae-7000-8000-012708ac758a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c6-d5ae-7000-8000-012708ac758a?poll=true	-
gh2-item-007-poison-dagger	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1888	1886	-	3/104/5554	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-0bd6-7000-8000-03670df9998e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-0bd6-7000-8000-03670df9998e?poll=true	-
gh2-item-008-heater-shield	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2277	2275	-	3/103/5552	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-1a03-7000-8000-0083a9595bac?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-1a03-7000-8000-0083a9595bac?poll=true	-
gh2-rule-scenario-level	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		22187	12129	-	7/1183/22452	5444	0.0500	0.0177	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-289b-7000-8000-034de9bedb0a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-289b-7000-8000-034de9bedb0a?poll=true	-
gh2-item-scouting-lens	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1828	1826	-	3/101/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-8733-7000-8000-027485b785d1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-8733-7000-8000-027485b785d1?poll=true	-
gh2-monster-bandit-archer-normal-level-2	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2068	2066	-	3/103/5556	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-92d1-7000-8000-01564ebaf4a9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-92d1-7000-8000-01564ebaf4a9?poll=true	-
gh2-item-006-amulet-of-life	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2007	2006	-	3/105/5556	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-9eec-7000-8000-03cdf0e78438?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-9eec-7000-8000-03cdf0e78438?poll=true	-
gh2-rule-small-items	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		12890	8602	-	7/512/22386	5447	0.0500	0.0077	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-b0cb-7000-8000-03e9fa87d634?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-b0cb-7000-8000-03e9fa87d634?poll=true	-
gh2-monster-ancient-artillery-elite-level-5	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2145	2145	-	3/100/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-ea67-7000-8000-02501b6aff65?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-ea67-7000-8000-02501b6aff65?poll=true	-
gh2-monster-living-spirit-elite-level-7-hp	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6502	6501	-	3/100/5552	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-f645-7000-8000-0096977f4ee4?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c7-f645-7000-8000-0096977f4ee4?poll=true	-
gh2-monster-ability-ancient-artillery-long-shot	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		14565	14561	-	11/544/38950	21725	0.0500	0.0082	4	0	4	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-1599-7000-8000-017f5265ba5f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-1599-7000-8000-017f5265ba5f?poll=true	-
gh2-monster-cave-bear-normal-level-2	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1899	1897	-	3/100/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-545d-7000-8000-0302306f728b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-545d-7000-8000-0302306f728b?poll=true	-
gh2-rule-wound	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		11083	7447	-	7/445/21239	5443	0.0500	0.0067	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-6000-7000-8000-02ab80633890?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-6000-7000-8000-02ab80633890?poll=true	-
gh2-monster-cave-bear-elite-level-7	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2165	2163	-	3/100/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-9203-7000-8000-000bffb2d365?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-9203-7000-8000-000bffb2d365?poll=true	-
gh2-character-ability-mindthief-submissive-affliction	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		6899	6897	-	7/358/14911	5460	0.0500	0.0054	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-9f47-7000-8000-015ffbeae29e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-9f47-7000-8000-015ffbeae29e?poll=true	-
gh2-item-004-leather-armor	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1914	1911	-	3/103/5552	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-c2e6-7000-8000-00ec11a13d1b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-c2e6-7000-8000-00ec11a13d1b?poll=true	-
gh2-rule-looting-definition	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		23858	13309	-	7/1088/21779	5440	0.0500	0.0163	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-cf91-7000-8000-01cbe4a9c4c8?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c8-cf91-7000-8000-01cbe4a9c4c8?poll=true	-
gh2-character-mat-soultether	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		16902	14808	-	11/682/43680	31339	0.0500	0.0102	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c9-34bb-7000-8000-00c6353dd9e8?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c9-34bb-7000-8000-00c6353dd9e8?poll=true	-
gh2-monster-ancient-artillery-normal-level-0	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1821	1820	-	3/100/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c9-7b20-7000-8000-0241a02f304d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c9-7b20-7000-8000-0241a02f304d?poll=true	-
gh2-personal-quest-02-inn-to-hospitality	gloomhaven-2e	table-qa	personal-quests	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		9142	9138	-	8/384/21389	11098	0.0500	0.0058	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c9-86bc-7000-8000-01ea644adeec?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c9-86bc-7000-8000-01ea644adeec?poll=true	-
gh2-prod-monster-ranged-disadvantage-trap-path	gloomhaven-2e	table-qa	rulebook	faq		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		28833	18385	-	8/1183/34670	14853	0.0500	0.0177	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c9-b018-7000-8000-005728ad5b48?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32c9-b018-7000-8000-005728ad5b48?poll=true	-
gh2-monster-ability-archer-shoot-foot	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		10792	10786	-	8/460/26278	12771	0.0500	0.0069	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-2994-7000-8000-01a8132c4d17?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-2994-7000-8000-01a8132c4d17?poll=true	-
gh2-scenario-11-reward	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2022	2021	-	3/98/5548	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-5855-7000-8000-01417099ce2c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-5855-7000-8000-01417099ce2c?poll=true	-
gh2-battle-goal-ascetic	gloomhaven-2e	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		5362	5359	-	6/175/7794	0	0.0500	0.0026	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-6583-7000-8000-007fc2bbf4a5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-6583-7000-8000-007fc2bbf4a5?poll=true	-
gh2-monster-city-archer-normal-level-2	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1857	1855	-	3/101/5552	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-7f47-7000-8000-029083e80f9c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-7f47-7000-8000-029083e80f9c?poll=true	-
gh2-character-mat-cragheart	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		18873	15008	-	13/719/49125	32131	0.0500	0.0108	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-8c85-7000-8000-019a9f1e9f1a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-8c85-7000-8000-019a9f1e9f1a?poll=true	-
gh2-item-winged-shoes	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2155	2152	pass	3/100/5555	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-db1e-7000-8000-022bef253947?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/738149fc-1dea-47ce-9005-bfe49a76158e/r/019f32ca-db1e-7000-8000-022bef253947?poll=true	-
