case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
gh2-item-002-winged-shoes	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1989	1988	-	3/104/5554	5447	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e6-efa7-7000-8000-0234543468f0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e6-efa7-7000-8000-0234543468f0?poll=true	-
gh2-scenario-10-mountain-pass	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6570	6567	-	6/311/7929	7612	0.0500	0.0047	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e6-fdfb-7000-8000-02ee493af8f5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e6-fdfb-7000-8000-02ee493af8f5?poll=true	-
gh2-item-014-studded-leather	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1914	1913	-	3/104/5554	5447	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-1e6e-7000-8000-01448279dc4d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-1e6e-7000-8000-01448279dc4d?poll=true	-
gh2-battle-goal-accountant	gloomhaven-2e	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4099	4096	-	6/172/7791	7613	0.0500	0.0026	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-2b06-7000-8000-03764ae50cb9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-2b06-7000-8000-03764ae50cb9?poll=true	-
gh2-item-012-stamina-potion	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4029	4027	-	3/105/5556	5448	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-3f64-7000-8000-0155dc83d4c0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-3f64-7000-8000-0155dc83d4c0?poll=true	-
gh2-scenario-3-frozen-hollow	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2830	2828	-	3/98/5561	5460	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-55df-7000-8000-02ad3c554073?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-55df-7000-8000-02ad3c554073?poll=true	-
gh2-scenario-8-barrow-lair	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1834	1832	-	3/98/5561	5460	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-66d7-7000-8000-004a007a5170?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-66d7-7000-8000-004a007a5170?poll=true	-
gh2-monster-ability-bloated-victim-rotting-embrace	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		7768	7763	-	9/429/19592	10912	0.0500	0.0064	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-74e8-7000-8000-024a977ad679?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-74e8-7000-8000-024a977ad679?poll=true	-
gh2-character-ability-doomstalker-rain-of-arrows	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.4	pass		9693	9690	-	6/229/7985	5459	0.0500	0.0034	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-9893-7000-8000-018e965228c9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-9893-7000-8000-018e965228c9?poll=true	-
gh2-tool-free-assistant-game	gloomhaven-2e	table-qa	tool-free	application		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1286	1281	-	3/16/5464	5445	0.0500	0.0002	0	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-c5c3-7000-8000-02be68b398ae?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-c5c3-7000-8000-02be68b398ae?poll=true	-
gh2-monster-black-imp-normal-level-0	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1929	1927	-	3/101/5552	5448	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-d1b9-7000-8000-02c45b886ba8?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-d1b9-7000-8000-02c45b886ba8?poll=true	-
gh2-item-weathered-boots	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1842	1839	-	3/100/5555	5452	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-dcf2-7000-8000-01a05ce5be71?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-dcf2-7000-8000-01a05ce5be71?poll=true	-
gh2-battle-goal-acrobat	gloomhaven-2e	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3684	3681	-	6/180/7809	7623	0.0500	0.0027	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-e93f-7000-8000-03cc0918cc4f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-e93f-7000-8000-03cc0918cc4f?poll=true	-
gh2-monster-black-imp-elite-level-5	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2081	2079	-	3/101/5552	5448	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-fc7c-7000-8000-0035a68448ca?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e7-fc7c-7000-8000-0035a68448ca?poll=true	-
gh2-character-mat-bruiser	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		18808	14073	-	13/843/49310	38824	0.0500	0.0126	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-0bda-7000-8000-00708f7e3700?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-0bda-7000-8000-00708f7e3700?poll=true	-
gh2-errata-campaign-sheet-section-29	gloomhaven-2e	table-qa	rulebook	errata		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		12574	8641	-	7/512/20445	10936	0.0500	0.0077	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-5abc-7000-8000-01fbf0ace51c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-5abc-7000-8000-01fbf0ace51c?poll=true	-
gh2-item-007-poison-dagger	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1925	1921	-	3/104/5554	5447	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-92d6-7000-8000-034cce13374c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-92d6-7000-8000-034cce13374c?poll=true	-
gh2-item-008-heater-shield	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1925	1923	-	3/103/5552	5446	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-9f9d-7000-8000-00deb69fb654?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-9f9d-7000-8000-00deb69fb654?poll=true	-
gh2-rule-scenario-level	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		21009	13017	-	7/976/22245	21262	0.0500	0.0146	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-adf9-7000-8000-03443e855a30?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e8-adf9-7000-8000-03443e855a30?poll=true	-
gh2-item-scouting-lens	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2475	2473	-	3/101/5550	5446	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-05e5-7000-8000-0300e409f7e5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-05e5-7000-8000-0300e409f7e5?poll=true	-
gh2-monster-bandit-archer-normal-level-2	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2548	2546	-	3/103/5556	5450	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-13c5-7000-8000-0399db711566?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-13c5-7000-8000-0399db711566?poll=true	-
gh2-item-006-amulet-of-life	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1909	1907	-	3/105/5556	5448	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-218e-7000-8000-02e9d91f4e44?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-218e-7000-8000-02e9d91f4e44?poll=true	-
gh2-rule-small-items	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		13582	8221	-	7/535/22409	21867	0.0500	0.0080	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-2e9c-7000-8000-00e00eb6f372?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-2e9c-7000-8000-00e00eb6f372?poll=true	-
gh2-monster-ancient-artillery-elite-level-5	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2301	2301	-	3/100/5550	5447	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-693d-7000-8000-02853fe81515?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-693d-7000-8000-02853fe81515?poll=true	-
gh2-monster-living-spirit-elite-level-7-hp	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3069	3067	-	3/100/5552	5449	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-76d4-7000-8000-01c45c6c2faf?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-76d4-7000-8000-01c45c6c2faf?poll=true	-
gh2-monster-ability-ancient-artillery-long-shot	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		10479	10477	-	8/458/28075	21040	0.0500	0.0069	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-8964-7000-8000-01970022545a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-8964-7000-8000-01970022545a?poll=true	-
gh2-monster-cave-bear-normal-level-2	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1769	1768	-	3/100/5550	5447	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-b6d6-7000-8000-008337166dc7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-b6d6-7000-8000-008337166dc7?poll=true	-
gh2-rule-wound	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		13124	7584	-	7/441/21235	20787	0.0500	0.0066	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-c12e-7000-8000-0011ec914541?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-c12e-7000-8000-0011ec914541?poll=true	-
gh2-monster-cave-bear-elite-level-7	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4778	4777	-	3/100/5550	5447	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-f9da-7000-8000-012e4a7235ea?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32e9-f9da-7000-8000-012e4a7235ea?poll=true	-
gh2-character-ability-mindthief-submissive-affliction	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	0.8	pass		7426	7424	-	7/346/14899	14546	0.0500	0.0052	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-11a7-7000-8000-019ba33835f0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-11a7-7000-8000-019ba33835f0?poll=true	-
gh2-item-004-leather-armor	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1834	1832	-	3/103/5552	5446	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-35a6-7000-8000-0129200da53d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-35a6-7000-8000-0129200da53d?poll=true	-
gh2-rule-looting-definition	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		23341	13253	-	7/1084/21809	10880	0.0500	0.0163	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-436d-7000-8000-019106ea63ea?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-436d-7000-8000-019106ea63ea?poll=true	-
gh2-character-mat-soultether	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		15812	11669	-	8/507/24260	16577	0.0500	0.0076	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-a4d8-7000-8000-0169c71abf54?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-a4d8-7000-8000-0169c71abf54?poll=true	-
gh2-monster-ancient-artillery-normal-level-0	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2273	2272	-	3/100/5550	5447	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-e9cc-7000-8000-027162550e62?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-e9cc-7000-8000-027162550e62?poll=true	-
gh2-personal-quest-02-inn-to-hospitality	gloomhaven-2e	table-qa	personal-quests	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		8405	8402	-	8/382/21387	20997	0.0500	0.0057	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-f66f-7000-8000-032b99337005?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ea-f66f-7000-8000-032b99337005?poll=true	-
gh2-prod-monster-ranged-disadvantage-trap-path	gloomhaven-2e	table-qa	rulebook	faq		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		26461	13620	-	7/1111/21522	10956	0.0500	0.0167	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-2185-7000-8000-01fbe8430a0d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-2185-7000-8000-01fbe8430a0d?poll=true	-
gh2-monster-ability-archer-shoot-foot	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		10096	10092	-	8/446/26254	20915	0.0500	0.0067	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-9007-7000-8000-02e5dd00e008?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-9007-7000-8000-02e5dd00e008?poll=true	-
gh2-scenario-11-reward	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6307	6306	-	3/98/5548	5447	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-bdaf-7000-8000-0180a1585190?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-bdaf-7000-8000-0180a1585190?poll=true	-
gh2-battle-goal-ascetic	gloomhaven-2e	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3748	3746	-	6/178/7797	7613	0.0500	0.0027	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-dc56-7000-8000-0237433b70ed?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-dc56-7000-8000-0237433b70ed?poll=true	-
gh2-monster-city-archer-normal-level-2	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1809	1808	-	3/101/5552	5448	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-ef86-7000-8000-000ed0354ae6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-ef86-7000-8000-000ed0354ae6?poll=true	-
gh2-character-mat-cragheart	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		16326	12696	-	11/739/46710	38070	0.0500	0.0111	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-fa70-7000-8000-0301ebdbc27a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32eb-fa70-7000-8000-0301ebdbc27a?poll=true	-
gh2-item-winged-shoes	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1881	1880	pass	3/100/5555	5452	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-42f2-7000-8000-02a3e6a84e4d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-42f2-7000-8000-02a3e6a84e4d?poll=true	-
gh2-character-mat-doomstalker	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		17342	13267	-	11/805/47006	38108	0.0500	0.0121	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-4f13-7000-8000-02d8604de1a7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-4f13-7000-8000-02d8604de1a7?poll=true	-
gh2-scenario-9-ruinous-rift	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		6728	6726	-	6/314/7993	7673	0.0500	0.0047	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-9fc0-7000-8000-0092222bfbc9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-9fc0-7000-8000-0092222bfbc9?poll=true	-
