case	game	suite	category	question_class	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
gh2-monster-ancient-artillery-elite-level-5	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2476	2476	-	3/100/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-44b5-7000-8000-012bc62863ab?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-44b5-7000-8000-012bc62863ab?poll=true	-
gh2-battle-goal-ascetic	gloomhaven-2e	table-qa	battle-goals	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4070	4067	-	6/177/7818	0	0.0500	0.0027	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-52fa-7000-8000-00f94a8de112?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-52fa-7000-8000-00f94a8de112?poll=true	-
gh2-faq-target-immune-figure	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		11588	6981	fail	7/370/19872	5459	0.0500	0.0056	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-688a-7000-8000-032a63c840e7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-688a-7000-8000-032a63c840e7?poll=true	-
gh2-monster-chaos-demon-normal-level-0	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1881	1880	-	3/102/5565	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-9e32-7000-8000-01d185302b43?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-9e32-7000-8000-01d185302b43?poll=true	-
gh2-monster-ability-bandit-scout-music-note2-solo-bandit-scout-music-note2-solo	gloomhaven-2e	table-qa	monster-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9222	9220	-	9/424/20343	5475	0.0500	0.0064	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-aa38-7000-8000-02f4a89a23a1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-aa38-7000-8000-02f4a89a23a1?poll=true	-
gh2-faq-null-x2-rolling-order	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		16437	10699	fail	7/692/17886	5467	0.0500	0.0104	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-d45b-7000-8000-000ea45a330f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f346f-d45b-7000-8000-000ea45a330f?poll=true	-
gh2-battle-goal-acrobat	gloomhaven-2e	table-qa	battle-goals	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4719	4716	-	6/225/7876	0	0.0500	0.0034	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-1e43-7000-8000-00d9be8c50de?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-1e43-7000-8000-00d9be8c50de?poll=true	-
gh2-monster-living-bones-elite-level-1	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2186	2185	pass	3/101/5565	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-38a5-7000-8000-02ed249b56e2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-38a5-7000-8000-02ed249b56e2?poll=true	-
gh2-monster-black-imp-normal-level-0	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1840	1837	-	3/101/5563	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-46fe-7000-8000-01473129e690?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-46fe-7000-8000-01473129e690?poll=true	-
gh2-multihop-section-10-3-parent	gloomhaven-2e	table-qa	scenarios	multi-hop	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	retrieval	1	pass		4787	4784	fail	6/157/8124	0	0.0500	0.0024	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-52b1-7000-8000-02ca63491b31?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-52b1-7000-8000-02ca63491b31?poll=true	-
gh2-monster-city-archer-elite-level-7	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1936	1934	-	3/101/5563	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-6c42-7000-8000-022340b4895a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-6c42-7000-8000-022340b4895a?poll=true	-
gh2-scenario-10-mountain-pass	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1861	1860	-	3/98/5572	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-7945-7000-8000-01c45fed4503?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-7945-7000-8000-01c45fed4503?poll=true	-
gh2-faq-item-mid-ability	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		24462	13982	fail	7/1046/19264	5461	0.0500	0.0157	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-889a-7000-8000-020d97eb9437?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-889a-7000-8000-020d97eb9437?poll=true	-
gh2-faq-push-pull-same-attack	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		17371	12076	fail	7/498/18433	5456	0.0500	0.0075	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-f31f-7000-8000-001d595d3ed2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3470-f31f-7000-8000-001d595d3ed2?poll=true	-
gh2-character-ability-bruiser-trample	gloomhaven-2e	table-qa	character-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6953	6949	-	7/336/14801	5466	0.0500	0.0050	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-3dfd-7000-8000-015c6757a0af?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-3dfd-7000-8000-015c6757a0af?poll=true	-
gh2-character-ability-cragheart-opposing-strike	gloomhaven-2e	table-qa	character-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		9659	9656	-	7/349/14850	5467	0.0500	0.0052	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-5e4d-7000-8000-0160d08202cf?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-5e4d-7000-8000-0160d08202cf?poll=true	-
gh2-rule-wound	gloomhaven-2e	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		12564	8641	-	7/476/21303	5454	0.0500	0.0071	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-8b93-7000-8000-0274b829a060?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-8b93-7000-8000-0274b829a060?poll=true	-
gh2-monster-ability-bloated-victim-rotting-embrace	gloomhaven-2e	table-qa	monster-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		10015	6770	-	7/365/17087	5467	0.0500	0.0055	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-c3e3-7000-8000-00fba227b6ed?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-c3e3-7000-8000-00fba227b6ed?poll=true	-
gh2-character-ability-nightshroud-spirit-of-the-night	gloomhaven-2e	table-qa	character-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		9904	9902	-	7/315/14807	5469	0.0500	0.0047	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-f210-7000-8000-023fc081898c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3471-f210-7000-8000-023fc081898c?poll=true	-
gh2-item-winged-shoes	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2163	2162	pass	3/100/5566	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-1ef8-7000-8000-019f7b2ea0ff?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-1ef8-7000-8000-019f7b2ea0ff?poll=true	-
gh2-monster-bandit-archer-elite-level-7	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1892	1891	-	3/103/5567	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-2c6f-7000-8000-01cc44fbf743?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-2c6f-7000-8000-01cc44fbf743?poll=true	-
gh2-multihop-section-101-2-parent	gloomhaven-2e	table-qa	scenarios	multi-hop	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	retrieval	1	pass		3170	3168	fail	6/154/8136	0	0.0500	0.0023	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-393d-7000-8000-018f40e90eb1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-393d-7000-8000-018f40e90eb1?poll=true	-
gh2-errata-campaign-sheet-section-29	gloomhaven-2e	table-qa	rulebook	rules-synthesis	errata		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		13433	8651	-	7/541/21865	5479	0.0500	0.0081	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-4f49-7000-8000-030e37255a0b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-4f49-7000-8000-030e37255a0b?poll=true	-
gh2-battle-goal-accountant	gloomhaven-2e	table-qa	battle-goals	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6448	6445	-	6/214/7855	0	0.0500	0.0032	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-8b48-7000-8000-0102adb27289?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-8b48-7000-8000-0102adb27289?poll=true	-
gh2-rule-scenario-level	gloomhaven-2e	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		22692	12252	-	7/1206/22508	5455	0.0500	0.0181	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-aa64-7000-8000-034ab8471520?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3472-aa64-7000-8000-034ab8471520?poll=true	-
gh2-rule-small-items	gloomhaven-2e	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		11548	7500	-	7/503/22410	5458	0.0500	0.0075	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-0b01-7000-8000-02a16fb6a757?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-0b01-7000-8000-02a16fb6a757?poll=true	-
gh2-item-011-healing-potion	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1828	1827	-	3/104/5565	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-3e7f-7000-8000-03bd70f5d43c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-3e7f-7000-8000-03bd70f5d43c?poll=true	-
gh2-scenario-9-ruinous-rift	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1854	1853	-	3/98/5572	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-4d0d-7000-8000-02185480278a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-4d0d-7000-8000-02185480278a?poll=true	-
gh2-monster-ability-bandit-archer-music-note2-solo-bandit-archer-music-note2-solo	gloomhaven-2e	table-qa	monster-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9502	6736	-	9/492/19784	5477	0.0500	0.0074	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-5ac8-7000-8000-03d48cfa0ac7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-5ac8-7000-8000-03d48cfa0ac7?poll=true	-
gh2-monster-chaos-demon-elite-level-5	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1825	1824	-	3/102/5565	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-8703-7000-8000-02731946f3da?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-8703-7000-8000-02731946f3da?poll=true	-
gh2-faq-long-rest-initiative-99	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		21237	14749	fail	7/599/19669	5461	0.0500	0.0090	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-9380-7000-8000-02c569bf3f50?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-9380-7000-8000-02c569bf3f50?poll=true	-
gh2-faq-push-line-of-sight	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		10369	7105	fail	7/346/21072	5461	0.0500	0.0052	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-ed54-7000-8000-01c3b5af823b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3473-ed54-7000-8000-01c3b5af823b?poll=true	-
gh2-item-014-studded-leather	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2232	2231	-	3/104/5565	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-1c6b-7000-8000-01f0f3f50004?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-1c6b-7000-8000-01f0f3f50004?poll=true	-
gh2-faq-push-pull-allies	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		12035	6983	fail	7/459/17805	5453	0.0500	0.0069	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-2bd1-7000-8000-009d221fe638?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-2bd1-7000-8000-009d221fe638?poll=true	-
gh2-tool-free-assistant-game	gloomhaven-2e	table-qa	tool-free	exact-lookup	application		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1057	1049	-	3/16/5475	0	0.0500	0.0002	0	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-62de-7000-8000-00b26a417ba3?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-62de-7000-8000-00b26a417ba3?poll=true	-
gh2-faq-disadvantage-identical-effects	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		20077	12144	fail	7/683/21342	5474	0.0500	0.0102	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-6cf2-7000-8000-003b924f5348?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-6cf2-7000-8000-003b924f5348?poll=true	-
gh2-prod-monster-ranged-disadvantage-trap-path	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		28479	19159	-	7/1079/21245	5489	0.0500	0.0162	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-c50f-7000-8000-012d0072b3e4?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3474-c50f-7000-8000-012d0072b3e4?poll=true	-
gh2-scenario-7-black-barrow	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3105	3104	-	3/98/5572	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-40cb-7000-8000-0111f66da20d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-40cb-7000-8000-0111f66da20d?poll=true	-
gh2-item-013-element-potion	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1978	1976	-	3/103/5563	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-54bd-7000-8000-03c96f8c464d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-54bd-7000-8000-03c96f8c464d?poll=true	-
gh2-item-weathered-boots	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1781	1780	-	3/100/5566	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-6243-7000-8000-01074c052963?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-6243-7000-8000-01074c052963?poll=true	-
gh2-monster-ability-ancient-artillery-long-shot	gloomhaven-2e	table-qa	monster-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		11864	11860	-	11/547/39251	21761	0.0500	0.0082	4	0	4	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-72a7-7000-8000-016a1e3de5c0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-72a7-7000-8000-016a1e3de5c0?poll=true	-
gh2-scenario-8-barrow-lair	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1856	1855	-	3/98/5572	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-a95c-7000-8000-034d90012873?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-a95c-7000-8000-034d90012873?poll=true	-
gh2-item-009-focusing-rod	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1869	1868	-	3/102/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-b88d-7000-8000-013ed4c1d4cd?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-b88d-7000-8000-013ed4c1d4cd?poll=true	-
